,Type,Gender,FurLength,healthcat,statecat,MaturitySizecat,Photocat,quantitycat,paidcat,Target
1861,2,1,1,0,1,1,0,0,0,0
1862,2,1,1,0,0,1,3,0,0,1
1863,2,1,1,0,1,0,5,0,1,3
1864,1,2,1,0,1,1,5,0,0,2
1865,1,3,1,0,0,1,2,1,0,4
1866,1,1,1,0,1,0,0,0,0,3
1867,2,3,1,0,1,1,4,1,0,3
1868,1,2,2,0,1,1,3,0,0,3
1869,1,2,1,0,1,1,3,0,0,3
1870,1,2,1,0,0,1,3,0,0,4
1871,1,2,2,1,1,0,1,0,1,3
1872,1,2,2,1,1,0,2,0,0,4
1873,2,1,2,0,1,1,2,1,1,2
1874,1,2,1,1,0,0,1,0,1,3
1875,1,1,1,1,1,1,3,0,0,3
1876,1,2,2,1,1,1,3,1,0,2
1877,2,3,1,0,0,1,2,1,0,0
1878,1,2,1,0,1,1,1,0,0,1
1879,1,1,1,0,0,1,4,0,0,1
1880,1,2,1,1,1,1,1,0,0,4
1881,2,2,1,0,0,1,4,0,0,2
1882,2,3,1,0,0,0,3,1,0,4
1883,1,2,2,1,1,1,1,0,0,1
1884,1,1,2,1,1,1,2,0,0,3
1885,1,1,2,1,1,1,1,0,0,3
1886,2,3,2,0,1,1,1,1,0,1
1887,1,1,2,1,1,1,4,0,0,1
1888,1,2,1,0,0,1,1,0,1,2
1889,1,1,1,1,1,0,2,0,0,4
1890,2,3,1,0,1,0,2,1,0,4
1891,2,2,1,0,0,0,3,0,0,2
1892,2,1,1,0,0,0,4,0,0,3
1893,2,2,1,0,0,0,1,0,0,1
1894,1,1,2,0,1,1,1,0,0,3
1895,2,2,2,1,1,0,3,0,1,0
1896,1,2,1,0,1,1,3,0,0,4
1897,1,1,1,1,0,1,1,0,0,1
1898,1,1,1,1,1,0,2,0,0,2
1899,1,3,1,1,0,1,3,1,0,3
1900,2,1,1,0,1,1,1,0,0,3
1901,1,2,2,0,0,1,5,0,0,2
1902,1,2,2,1,1,1,5,0,0,3
1903,2,1,2,1,0,0,3,0,0,4
1904,2,2,1,0,1,1,2,0,0,2
1905,1,1,2,0,1,1,5,1,0,2
1906,1,2,1,1,1,0,3,0,1,2
1907,1,1,2,0,0,1,4,0,0,1
1908,1,1,1,0,1,0,5,0,0,2
1909,2,2,1,1,0,1,3,0,1,4
1910,2,2,1,0,0,0,3,0,0,2
1911,2,3,1,0,1,0,4,1,0,4
1912,1,2,1,0,1,1,4,1,1,2
1913,1,2,1,1,0,0,3,0,0,2
1914,2,3,2,0,1,1,3,1,0,2
1915,2,1,1,0,0,1,3,1,0,1
1916,2,1,2,0,0,0,5,0,0,2
1917,2,2,1,1,0,1,3,0,0,4
1918,2,2,1,0,1,1,4,0,0,4
1919,1,2,1,1,1,1,5,0,1,2
1920,1,1,1,0,1,1,3,0,0,3
1921,1,1,2,1,1,0,3,0,0,1
1922,1,3,1,0,0,1,1,1,0,4
1923,2,3,2,0,0,0,4,1,0,1
1924,2,2,1,0,1,0,3,1,0,1
1925,1,2,1,0,0,0,2,0,0,2
1926,1,1,1,0,0,1,5,0,0,4
1927,1,1,1,0,1,1,1,0,0,1
1928,1,3,1,1,0,1,5,1,1,1
1929,1,1,2,0,1,1,2,0,0,3
1930,2,1,1,1,0,1,1,0,0,2
1931,1,2,1,1,0,0,2,0,0,3
1932,2,2,2,0,0,0,2,0,0,4
1933,2,3,2,1,0,1,5,1,0,0
1934,2,2,1,0,1,1,5,0,1,2
1935,2,2,1,1,1,0,2,0,0,3
1936,2,2,2,1,1,1,5,0,0,1
1937,2,3,1,0,0,0,5,1,0,2
1938,1,1,1,0,1,1,3,0,0,2
1939,1,1,2,1,0,0,2,0,0,3
1940,2,2,1,0,0,1,2,0,0,4
1941,2,1,1,1,1,1,3,0,1,4
1942,1,1,2,1,1,1,5,0,0,3
1943,1,3,1,1,1,1,3,1,0,2
1944,2,2,1,1,1,1,3,0,0,1
1945,1,1,1,0,1,1,3,0,0,3
1946,2,1,1,0,1,1,5,0,0,2
1947,1,1,1,0,1,1,5,1,0,2
1948,2,1,1,1,1,1,2,1,0,4
1949,2,3,2,0,0,1,4,1,0,2
1950,1,1,1,0,1,1,3,0,0,4
1951,1,3,1,0,0,0,4,1,0,0
1952,2,1,2,0,0,0,3,0,0,4
1953,1,2,2,0,0,1,1,1,0,4
1954,1,2,1,1,0,1,1,0,0,1
1955,1,2,1,0,0,1,1,0,1,2
1956,1,2,2,0,0,1,3,0,0,4
1957,2,1,1,0,1,1,3,0,0,2
1958,2,3,1,1,0,1,4,1,0,3
1959,1,1,2,0,1,1,2,0,0,2
1960,2,2,1,0,1,1,3,0,0,1
1961,2,3,1,0,1,0,3,1,0,3
1962,2,1,1,0,1,0,1,0,0,4
1963,2,2,2,0,1,1,5,0,0,3
1964,2,2,1,0,0,1,4,0,0,2
1965,1,2,2,1,1,1,3,0,1,1
1966,2,1,1,0,1,1,3,0,1,2
1967,2,1,2,0,0,1,1,0,0,4
1968,1,2,2,0,1,1,4,0,0,2
1969,2,1,1,0,0,0,2,0,0,1
1970,2,3,1,0,0,1,4,1,0,4
1971,2,2,1,1,0,1,4,0,0,0
1972,2,2,1,1,0,1,5,0,0,3
1973,1,2,1,0,0,0,3,1,0,4
1974,1,2,1,0,1,1,4,1,0,1
1975,1,2,2,1,1,1,5,1,0,3
1976,1,1,1,0,0,1,3,0,0,4
1977,1,2,1,1,1,1,3,0,0,4
1978,1,2,1,0,0,0,3,0,0,4
1979,1,2,2,0,0,1,2,0,0,2
1980,2,1,2,0,1,0,5,0,0,2
1981,2,2,2,0,1,1,2,0,1,2
1982,1,1,1,0,0,1,1,0,0,4
1983,1,3,1,0,0,0,1,1,0,4
1984,1,2,1,1,1,1,1,0,0,4
1985,1,2,1,1,0,1,4,0,0,1
1986,2,3,1,0,1,0,2,1,0,1
1987,1,3,2,0,1,1,5,1,0,4
1988,2,1,2,1,0,0,1,0,0,4
1989,2,2,1,0,0,1,2,0,0,4
1990,2,1,2,0,1,0,5,0,0,1
1991,2,2,1,1,0,0,4,0,0,2
1992,2,2,1,0,1,1,5,0,1,1
1993,2,2,1,0,1,1,2,0,0,3
1994,1,3,1,0,0,0,4,1,0,1
1995,1,2,2,1,1,1,3,0,0,4
1996,2,3,1,0,0,0,2,1,0,4
1997,2,1,1,0,0,1,2,0,0,1
1998,1,3,1,0,1,0,5,1,0,1
1999,1,1,2,0,0,0,1,0,0,2
2000,1,1,1,1,1,1,4,0,0,1
2001,2,3,1,0,0,1,2,1,0,4
2002,2,3,1,0,1,0,2,1,0,3
2003,1,2,1,1,1,1,5,1,0,3
2004,1,2,1,0,1,1,4,0,0,1
2005,2,2,1,1,1,1,3,0,0,4
2006,2,1,1,1,0,1,4,1,1,3
2007,1,2,1,0,0,1,4,0,0,4
2008,1,1,1,0,1,0,3,0,0,1
2009,2,3,1,0,0,0,4,1,0,1
2010,1,1,2,1,1,1,4,0,0,4
2011,2,3,1,1,0,1,3,1,0,4
2012,1,1,1,0,1,1,2,0,0,1
2013,2,2,2,0,0,0,3,0,0,1
2014,1,2,2,1,1,0,5,0,0,2
2015,1,2,1,0,1,1,4,0,0,3
2016,1,2,1,1,0,1,3,0,0,4
2017,2,2,1,1,0,1,3,0,0,2
2018,2,3,2,0,0,1,5,1,0,2
2019,2,2,1,1,1,1,4,0,0,2
2020,2,2,1,1,0,0,5,0,0,1
2021,1,2,2,1,0,1,4,1,1,4
2022,1,2,1,0,0,1,1,0,0,3
2023,1,1,1,0,0,0,1,0,0,4
2024,2,1,1,0,1,0,4,0,1,3
2025,2,1,1,1,0,1,1,0,1,4
2026,1,3,2,0,1,0,4,1,0,4
2027,1,2,1,1,0,1,2,0,0,4
2028,1,2,2,0,1,1,5,0,0,1
2029,1,3,2,0,0,1,1,1,0,4
2030,1,2,2,0,0,0,1,0,0,3
2031,2,1,1,1,1,1,5,0,1,3
2032,2,2,1,1,1,1,4,0,1,4
2033,1,2,2,1,0,1,5,0,1,1
2034,1,1,2,0,1,1,2,0,0,2
2035,1,2,1,1,1,1,3,0,0,4
2036,1,2,1,0,1,1,3,0,1,3
2037,2,2,2,0,1,1,5,0,1,2
2038,1,2,2,0,0,1,4,0,0,2
2039,1,1,2,0,0,1,1,0,0,1
2040,2,2,1,0,0,0,4,0,0,3
2041,1,2,1,0,1,1,5,0,0,3
2042,2,3,1,0,1,1,3,1,0,3
2043,2,1,2,0,0,1,5,0,0,3
2044,2,2,1,0,1,1,4,1,0,0
2045,1,2,1,1,1,1,3,0,0,1
2046,1,2,2,0,1,1,3,0,0,2
2047,2,1,2,0,0,0,3,1,0,3
2048,2,3,1,0,1,0,3,1,0,1
2049,1,3,1,0,0,1,4,1,0,3
2050,1,1,1,1,1,1,5,0,0,2
2051,2,1,1,1,1,1,4,0,0,2
2052,1,1,2,0,0,1,3,0,0,4
2053,1,1,2,0,1,1,4,0,1,3
2054,2,3,1,1,0,1,3,1,0,1
2055,2,2,2,0,1,1,3,0,0,4
2056,2,1,1,1,0,1,5,0,0,4
2057,1,1,1,1,1,1,2,0,0,4
2058,2,1,1,0,1,1,5,0,0,3
2059,2,3,2,0,1,1,3,1,0,2
2060,1,2,2,1,1,1,1,0,0,1
2061,1,2,1,0,1,1,2,0,1,4
2062,1,1,2,1,0,0,1,0,0,4
2063,1,1,1,0,1,1,1,0,0,1
2064,1,1,1,0,1,1,2,0,0,1
2065,1,2,1,0,1,1,2,1,0,4
2066,2,2,1,0,0,1,5,0,0,3
2067,1,1,1,1,0,1,1,0,0,2
2068,2,1,2,1,0,1,3,0,0,4
2069,2,1,2,0,1,1,1,0,0,2
2070,2,2,2,1,1,1,5,0,1,4
2071,1,2,2,1,1,0,3,0,0,3
2072,1,2,2,1,1,1,3,0,0,2
2073,1,2,2,1,1,0,1,0,0,4
2074,2,1,2,0,1,1,3,0,0,4
2075,2,2,2,1,0,1,5,0,0,1
2076,1,2,1,1,1,1,4,0,0,3
2077,1,2,2,1,1,0,1,0,1,2
2078,1,3,1,0,1,1,1,1,0,1
2079,1,2,1,0,0,0,3,1,0,4
2080,2,2,1,1,0,0,1,0,0,1
2081,2,1,2,0,1,1,2,1,1,2
2082,1,2,2,1,0,1,3,0,1,2
2083,1,1,1,0,1,0,5,1,0,3
2084,2,1,1,0,1,0,3,0,1,2
2085,2,3,1,0,0,0,4,1,0,1
2086,1,2,2,1,0,1,5,0,1,3
2087,1,1,2,0,1,1,1,0,0,3
2088,1,2,1,0,0,1,2,0,0,1
2089,1,2,1,1,1,1,1,0,0,4
2090,2,3,2,0,0,0,5,1,0,2
2091,2,1,1,0,0,0,1,0,0,0
2092,1,1,1,1,1,1,3,0,0,4
2093,1,1,2,0,1,0,2,0,0,2
2094,1,3,1,0,1,1,3,1,0,1
2095,1,1,1,0,1,1,4,0,0,1
2096,1,2,1,1,0,1,5,0,0,3
2097,1,3,2,0,1,1,5,1,0,2
2098,2,2,2,0,0,1,1,1,0,1
2099,2,1,1,1,1,0,5,1,0,4
2100,2,2,1,1,0,1,2,0,1,4
2101,1,2,1,0,0,1,5,0,0,2
2102,2,3,2,1,1,1,3,1,0,4
2103,2,1,1,0,1,0,2,0,0,1
2104,1,2,1,0,0,1,1,0,1,1
2105,2,2,2,0,0,1,2,0,0,1
2106,1,1,2,1,0,1,5,0,0,3
2107,2,2,2,0,1,1,4,0,0,1
2108,1,2,2,1,0,1,3,1,0,2
2109,2,2,1,0,0,1,2,0,1,1
2110,1,2,1,1,1,1,0,0,0,4
2111,1,2,2,1,0,1,1,0,0,2
2112,1,2,2,1,1,1,2,0,1,3
2113,1,2,1,1,1,1,2,0,0,0
2114,2,2,1,0,1,1,1,0,0,0
2115,1,1,2,0,1,0,2,0,0,1
2116,2,1,1,1,0,0,1,0,0,2
2117,1,1,2,1,1,0,2,0,0,3
2118,2,3,1,0,0,1,3,1,0,2
2119,2,3,1,0,1,0,3,1,0,3
2120,1,3,2,1,1,0,2,1,0,3
2121,2,1,1,1,1,0,4,0,0,1
2122,1,1,1,1,1,0,2,0,0,4
2123,1,2,2,0,0,0,4,0,0,2
2124,2,2,2,1,1,1,4,0,0,3
2125,2,3,1,0,0,1,5,1,0,4
2126,2,1,1,0,1,1,3,0,1,4
2127,2,2,1,0,1,1,5,0,0,4
2128,1,3,1,0,0,1,2,1,0,1
2129,2,2,1,1,0,1,2,0,0,3
2130,1,2,1,1,1,1,2,0,0,4
2131,1,1,2,0,1,1,2,0,0,3
2132,2,1,1,0,0,0,4,0,0,2
2133,1,2,2,0,1,1,1,0,0,4
2134,1,2,2,1,1,0,1,0,0,1
2135,1,1,1,1,1,1,3,0,0,2
2136,1,1,2,1,1,0,3,0,1,1
2137,2,2,1,0,0,1,5,0,0,2
2138,2,2,1,0,1,1,1,0,0,2
2139,2,2,1,0,0,0,1,0,0,0
2140,1,1,1,0,1,1,2,0,0,2
2141,1,2,2,0,1,1,3,0,0,2
2142,2,3,1,0,0,1,5,1,0,3
2143,1,2,2,1,1,1,3,0,0,2
2144,1,2,2,1,1,1,1,0,0,1
2145,1,2,1,0,0,0,1,0,1,3
2146,1,3,1,0,0,1,1,1,0,1
2147,2,2,1,0,0,0,3,0,1,4
2148,1,2,1,1,0,0,1,0,0,4
2149,1,1,2,1,1,0,5,0,0,0
2150,2,1,1,1,0,1,3,0,0,4
2151,1,1,1,0,1,0,4,0,0,1
2152,1,2,1,0,1,1,1,0,0,2
2153,1,2,2,1,1,1,5,1,0,4
2154,2,2,1,1,0,1,2,1,0,2
2155,2,1,1,0,0,0,2,0,0,1
2156,2,1,1,1,1,1,3,0,1,4
2157,1,2,1,0,1,1,1,0,0,1
2158,1,1,1,1,1,1,5,0,0,3
2159,2,1,2,0,1,0,4,0,1,3
2160,2,3,1,0,1,0,4,1,0,3
2161,1,2,1,1,0,0,4,0,0,4
2162,2,3,1,1,1,0,4,1,0,4
2163,1,2,2,1,1,1,2,0,0,3
2164,2,3,2,1,0,0,2,1,1,4
2165,2,1,1,0,0,0,3,0,0,2
2166,2,2,2,0,1,0,3,0,0,2
2167,1,1,1,1,0,0,1,0,1,1
2168,1,1,2,0,1,1,2,0,0,2
2169,1,1,2,1,0,0,2,0,1,4
2170,2,2,1,0,0,1,1,0,0,4
2171,1,3,1,1,0,0,5,1,0,2
2172,1,1,2,0,0,0,2,0,0,3
2173,1,1,1,1,1,1,3,0,0,3
2174,1,2,1,1,1,0,4,0,0,4
2175,2,2,2,0,1,1,2,0,0,4
2176,2,3,1,0,0,0,3,1,0,1
2177,1,1,1,1,1,0,1,0,0,1
2178,1,1,1,1,0,1,2,0,1,2
2179,2,2,2,1,0,1,2,0,0,1
2180,1,2,1,0,1,1,2,0,0,2
2181,2,2,2,1,0,1,1,0,1,4
2182,1,2,1,0,1,1,1,0,0,3
2183,2,3,1,0,1,1,3,1,0,2
2184,2,1,1,0,1,0,2,0,0,3
2185,1,2,2,1,0,0,3,0,1,3
2186,1,2,1,1,1,1,2,0,1,4
2187,1,1,1,0,1,1,5,0,0,1
2188,2,1,2,0,0,1,3,0,0,1
2189,2,2,2,0,0,1,3,0,0,2
2190,2,2,2,0,1,1,4,0,0,1
2191,1,1,2,1,0,1,3,0,0,2
2192,2,2,2,0,1,1,4,0,0,4
2193,1,1,1,0,1,1,3,0,0,3
2194,2,2,1,0,1,1,3,0,0,4
2195,1,1,1,1,0,1,1,0,1,3
2196,2,1,2,1,1,1,3,0,1,2
2197,1,2,1,0,1,1,4,0,1,1
2198,1,1,2,0,0,1,4,0,0,3
2199,2,1,1,1,0,1,2,0,0,4
2200,1,1,1,0,0,0,3,1,0,2
2201,1,3,2,0,0,1,5,1,0,2
2202,2,2,1,1,1,1,1,0,0,2
2203,2,1,2,0,0,1,2,0,0,2
2204,1,2,1,0,0,1,1,0,0,4
2205,1,2,1,1,1,1,5,0,0,3
2206,2,2,2,0,1,1,2,0,0,3
2207,1,2,1,1,1,1,3,0,0,1
2208,1,1,2,0,0,1,3,0,0,4
2209,1,1,1,0,1,0,5,0,0,4
2210,1,1,1,0,1,1,5,0,1,4
2211,1,2,1,1,1,1,3,0,0,4
2212,2,1,1,0,1,0,2,0,0,4
2213,2,1,1,1,0,0,1,1,0,4
2214,2,2,1,0,1,0,3,0,0,2
2215,1,2,2,1,0,1,3,0,0,2
2216,2,1,1,0,1,1,3,0,0,3
2217,1,1,1,1,0,0,1,0,0,1
2218,1,2,1,0,1,0,2,0,0,4
2219,2,2,1,0,0,0,2,0,0,1
2220,2,1,1,1,0,1,1,0,1,4
2221,1,2,1,1,0,1,2,0,1,2
2222,1,2,1,0,1,1,3,0,0,1
2223,1,2,1,1,0,0,0,0,0,4
2224,2,2,2,0,0,1,4,0,0,1
2225,1,2,1,1,0,0,4,0,0,4
2226,1,1,2,0,1,1,3,0,0,3
2227,1,1,1,1,0,1,3,0,0,1
2228,2,1,1,0,1,0,5,0,0,2
2229,1,1,1,1,0,1,0,0,0,4
2230,2,2,2,0,1,1,3,0,0,4
2231,1,1,1,0,1,1,3,0,1,3
2232,1,1,1,1,0,0,1,0,0,2
2233,1,2,2,0,1,1,1,0,0,3
2234,1,2,1,1,0,1,0,1,0,4
2235,2,3,1,0,1,1,5,1,0,1
2236,1,1,2,1,1,1,1,0,1,2
2237,2,2,1,1,1,1,5,0,0,3
2238,2,3,1,1,0,0,3,1,0,4
2239,1,1,1,0,0,1,1,0,0,2
2240,2,3,1,0,0,0,2,1,0,2
2241,1,3,2,0,1,1,5,1,0,4
2242,2,2,1,0,1,0,1,0,0,2
2243,2,2,2,1,1,1,1,0,1,3
2244,1,2,2,0,0,1,1,0,0,4
2245,1,2,2,1,0,1,3,0,0,4
2246,1,1,1,1,1,0,3,0,1,4
2247,2,2,1,1,1,0,3,0,0,2
2248,1,2,2,0,1,1,5,0,0,2
2249,1,1,1,1,0,0,2,0,0,4
2250,1,2,2,1,1,1,2,0,0,4
2251,2,3,1,0,0,0,3,1,0,3
2252,2,1,2,0,1,1,2,0,0,2
2253,1,2,2,0,1,1,0,0,0,3
2254,1,2,2,1,0,1,5,0,0,2
2255,2,2,1,0,0,1,3,0,1,2
2256,1,2,2,0,1,0,4,0,0,1
2257,2,2,1,0,0,0,1,0,0,3
2258,2,2,2,0,1,0,1,0,0,1
2259,2,2,1,0,0,1,3,0,0,3
2260,1,1,1,0,1,1,3,0,0,1
2261,2,1,2,0,1,0,4,0,0,3
2262,2,2,1,0,0,0,1,0,0,4
2263,1,2,1,0,0,1,3,0,0,3
2264,1,3,2,1,0,1,2,1,0,4
2265,2,3,1,0,1,0,1,1,0,1
2266,1,1,1,0,1,1,1,0,0,2
2267,2,2,2,0,0,1,1,0,0,4
2268,2,2,2,0,1,1,5,0,1,0
2269,2,2,1,0,1,0,2,1,0,2
2270,1,1,2,1,0,1,3,0,0,1
2271,1,1,1,0,0,1,3,0,0,4
2272,2,3,2,0,1,0,1,1,0,4
2273,2,2,1,0,0,1,3,0,1,2
2274,1,2,1,0,0,1,1,0,0,2
2275,1,1,1,1,1,1,5,0,0,4
2276,1,2,1,1,0,1,5,0,1,2
2277,1,2,1,0,0,1,1,0,0,2
2278,2,2,1,0,1,0,2,1,0,3
2279,1,2,1,1,0,1,1,0,0,4
2280,1,1,1,1,1,1,2,0,1,3
2281,1,2,1,0,0,1,4,0,0,4
2282,1,1,2,1,0,1,5,0,1,3
2283,1,2,1,1,1,1,5,0,0,3
2284,2,3,2,1,1,0,0,1,0,4
2285,1,1,1,0,1,1,3,0,0,2
2286,2,1,1,0,0,0,5,1,0,4
2287,2,3,1,0,1,0,3,1,0,1
2288,2,2,1,0,1,0,3,0,1,4
2289,1,2,1,0,1,1,2,0,0,4
2290,1,1,1,1,1,1,1,0,1,3
2291,2,2,2,0,0,1,1,0,0,1
2292,2,1,1,0,1,1,0,1,0,4
2293,2,3,1,0,1,1,2,1,0,3
2294,2,1,1,1,0,1,1,0,1,4
2295,1,2,1,0,0,1,2,0,0,4
2296,2,2,2,0,0,0,2,0,1,1
2297,2,2,1,0,0,0,3,0,0,0
2298,2,1,1,0,1,1,2,0,0,2
2299,2,2,1,1,0,0,1,0,0,2
2300,2,1,2,1,0,1,3,0,0,3
2301,2,1,1,1,0,0,1,0,0,1
2302,1,1,2,1,0,0,1,0,0,1
2303,1,2,1,0,0,1,4,0,0,2
2304,1,2,2,1,1,1,2,0,0,3
2305,1,1,2,1,1,1,1,0,0,2
2306,2,1,2,1,1,1,5,1,0,2
2307,1,3,1,0,1,1,4,1,0,4
2308,1,3,2,0,0,1,5,1,0,2
2309,1,1,2,0,0,1,3,0,0,4
2310,2,3,2,0,1,1,2,1,0,2
2311,2,2,2,0,1,1,4,0,1,2
2312,1,3,2,0,1,1,5,1,0,3
2313,1,2,1,1,1,1,5,1,0,2
2314,2,3,1,0,1,1,4,1,0,4
2315,2,3,1,0,1,0,3,1,0,4
2316,1,2,1,0,0,1,1,0,0,4
2317,1,2,2,1,0,1,3,0,0,3
2318,2,2,2,1,0,1,5,0,0,2
2319,2,2,1,0,1,0,4,0,0,1
2320,1,2,1,1,1,1,3,1,0,2
2321,1,1,2,0,1,1,2,0,0,3
2322,1,2,2,0,1,1,2,1,0,4
2323,1,2,1,1,1,1,3,0,0,4
2324,1,2,1,1,0,0,4,0,1,3
2325,1,1,2,1,0,1,3,0,0,2
2326,1,2,1,1,0,1,5,0,0,3
2327,1,1,2,1,1,1,4,1,0,4
2328,1,2,1,0,1,0,3,0,0,4
2329,2,2,1,1,1,1,3,0,1,4
2330,1,2,1,0,0,1,2,0,0,3
2331,1,2,2,1,1,1,1,0,1,4
2332,2,2,1,0,0,0,4,0,0,1
2333,2,2,1,1,0,0,2,0,1,0
2334,1,1,1,0,0,1,1,0,0,3
2335,2,2,1,0,0,0,1,0,0,3
2336,2,2,2,0,1,0,1,0,0,1
2337,1,3,1,1,1,1,2,1,1,4
2338,1,2,2,1,1,1,2,1,1,4
2339,2,3,1,0,0,0,1,1,0,3
2340,1,1,1,1,0,1,5,0,0,1
2341,1,1,1,1,0,1,3,0,1,3
2342,1,1,1,0,1,1,3,0,0,1
2343,1,1,1,0,1,1,2,0,0,4
2344,2,1,2,0,1,0,1,0,0,1
2345,1,1,1,0,0,0,1,0,0,1
2346,2,3,1,0,1,0,2,1,0,3
2347,1,2,1,1,1,1,3,0,1,4
2348,2,1,1,1,1,0,5,0,0,3
2349,1,1,2,1,1,1,1,0,1,3
2350,1,2,1,1,1,1,4,1,0,2
2351,1,2,2,0,0,1,3,0,0,2
2352,1,1,2,0,1,1,3,0,0,1
2353,2,2,1,0,1,0,2,0,0,0
2354,2,2,1,0,0,1,3,0,0,4
2355,2,2,1,1,1,0,1,0,0,4
2356,2,2,2,0,1,1,4,0,0,4
2357,1,2,1,1,1,1,2,0,0,4
2358,2,1,1,0,0,0,3,0,0,2
2359,1,3,1,1,1,1,5,1,0,3
2360,1,2,1,0,0,1,1,0,1,4
2361,1,1,2,1,1,1,4,0,0,1
2362,2,1,1,1,0,0,5,0,0,2
2363,1,3,1,0,1,1,5,1,0,2
2364,1,1,2,1,1,1,1,0,1,2
2365,2,3,1,1,1,0,5,1,0,2
2366,2,3,2,0,1,1,5,1,0,1
2367,1,3,1,0,1,1,2,1,0,1
2368,1,3,1,0,1,1,5,1,0,3
2369,2,3,1,0,0,1,5,1,0,3
2370,2,3,1,0,0,0,4,1,0,3
2371,1,1,1,0,0,1,1,0,1,2
2372,1,3,2,0,1,1,4,1,0,3
2373,1,2,2,0,0,1,1,0,0,1
2374,2,1,2,0,0,0,1,0,0,2
2375,2,2,2,1,1,1,3,0,0,2
2376,1,1,2,0,0,1,3,0,0,2
2377,1,2,1,1,0,0,2,0,0,4
2378,1,2,2,1,1,1,3,0,0,1
2379,2,2,1,0,0,1,2,0,0,4
2380,2,2,2,1,1,1,4,0,1,3
2381,2,2,2,1,0,1,2,0,0,2
2382,1,3,1,1,1,1,2,1,0,2
2383,1,1,1,1,1,0,4,0,0,2
2384,1,2,1,0,0,1,3,0,0,1
2385,1,1,1,1,1,1,3,0,1,2
2386,2,1,2,0,0,1,1,0,0,4
2387,1,1,1,1,1,0,3,0,0,4
2388,1,1,1,0,1,0,5,0,0,2
2389,1,3,2,0,1,1,3,1,0,4
2390,1,1,2,0,0,1,4,0,0,2
2391,1,2,1,0,0,1,1,0,1,3
2392,2,3,1,0,1,1,0,1,0,3
2393,1,2,2,0,1,1,4,0,0,2
2394,1,2,1,1,1,1,3,0,1,4
2395,2,3,1,1,0,1,2,1,0,2
2396,2,2,2,0,1,0,1,0,0,4
2397,2,2,2,0,0,1,2,0,0,4
2398,2,3,2,0,0,1,3,1,0,4
2399,2,3,2,0,0,0,1,1,0,4
2400,2,3,1,0,1,0,3,1,0,0
2401,2,1,1,0,1,1,3,0,0,1
2402,2,2,2,0,1,1,4,0,0,0
2403,1,2,2,0,0,1,2,0,0,4
2404,2,2,1,1,1,1,3,0,1,2
2405,1,2,2,0,1,1,5,0,1,2
2406,1,2,1,0,0,1,3,0,0,3
2407,1,1,1,0,1,1,0,0,1,1
2408,1,1,1,1,1,1,5,0,1,3
2409,2,2,1,0,0,0,5,1,0,3
2410,1,3,2,0,0,1,3,1,0,3
2411,2,2,2,1,1,1,1,1,0,2
2412,1,1,2,0,0,1,2,0,0,3
2413,2,2,2,1,1,0,4,0,0,3
2414,2,3,1,0,1,1,4,1,1,1
2415,2,2,1,0,0,0,3,1,0,4
2416,2,3,2,0,0,1,5,1,0,4
2417,1,2,2,0,0,1,3,0,0,4
2418,2,3,1,0,1,1,5,1,0,3
2419,2,3,1,0,0,0,4,1,0,3
2420,1,2,1,0,1,1,3,0,0,2
2421,2,1,1,0,1,1,3,0,1,2
2422,1,2,1,1,0,1,3,0,0,4
2423,1,1,1,0,1,1,2,0,0,1
2424,2,1,1,0,1,0,3,0,0,1
2425,1,1,1,0,0,1,1,0,0,4
2426,2,3,2,0,1,1,5,1,0,3
2427,1,2,1,0,0,1,1,0,0,4
2428,1,2,2,1,0,1,1,0,0,2
2429,1,1,1,1,1,1,4,0,0,2
2430,2,2,1,0,0,1,2,0,0,1
2431,1,2,1,1,1,1,2,0,0,3
2432,1,1,1,0,1,1,2,0,0,1
2433,1,1,1,0,1,1,3,0,0,3
2434,1,2,1,0,0,1,1,0,1,3
2435,2,3,1,0,0,0,2,1,0,4
2436,1,3,1,0,1,1,5,1,0,2
2437,2,1,2,0,1,1,2,0,1,4
2438,1,1,2,0,0,1,4,0,0,1
2439,1,2,1,0,0,1,2,1,0,4
2440,2,2,1,1,1,1,1,0,0,4
2441,1,2,2,1,1,1,3,0,0,3
2442,2,2,2,0,0,1,1,0,0,2
2443,1,2,2,0,1,1,5,0,0,2
2444,1,2,1,0,1,1,2,1,0,4
2445,1,2,1,1,0,1,4,0,0,4
2446,2,1,1,0,1,0,3,0,0,2
2447,1,1,1,1,1,0,3,0,0,4
2448,1,3,2,0,1,1,4,1,0,0
2449,2,1,1,1,0,1,1,0,0,2
2450,1,2,1,1,1,1,3,0,0,3
2451,2,2,2,1,0,1,1,0,1,3
2452,1,2,1,0,1,1,2,0,0,1
2453,1,1,2,0,0,1,4,0,0,1
2454,1,2,2,1,0,1,1,0,0,3
2455,1,2,1,1,1,0,2,0,0,3
2456,2,2,1,1,0,0,4,0,0,0
2457,2,1,1,0,1,1,3,0,1,3
2458,2,3,1,0,1,0,4,1,0,3
2459,1,1,2,0,0,1,1,0,0,2
2460,1,1,2,1,1,0,1,0,0,2
2461,2,2,2,1,0,1,2,0,0,2
2462,1,2,2,0,1,0,0,0,0,1
2463,1,2,1,1,0,1,4,0,0,3
2464,1,1,2,1,1,1,0,0,1,2
2465,2,1,1,1,0,1,4,0,0,1
2466,1,1,2,0,1,0,1,0,0,1
