,Type,Gender,FurLength,healthcat,statecat,MaturitySizecat,Photocat,quantitycat,paidcat,Target
6469,2,1,2,0,1,0,3,0,0,1
6470,1,2,1,0,1,1,1,0,0,1
6471,1,1,1,0,1,1,3,0,0,0
6472,2,1,1,0,0,1,1,0,0,1
6473,1,1,2,1,1,0,2,0,1,1
6474,2,3,2,0,0,1,4,1,0,1
6475,2,1,2,0,0,1,2,0,0,0
6476,2,3,1,0,1,0,5,1,0,1
6477,1,2,1,0,1,1,3,1,0,0
6478,1,1,1,0,0,0,5,0,1,1
6479,1,1,2,1,1,1,0,0,1,1
6480,1,1,1,0,1,0,3,0,0,1
6481,2,3,2,0,1,0,5,1,1,1
6482,1,3,1,0,0,0,3,1,0,1
6483,1,2,2,0,1,1,3,0,0,1
6484,1,1,1,0,0,1,1,0,0,0
6485,2,1,1,1,0,1,2,0,0,1
6486,2,1,1,0,1,1,3,0,0,1
6487,2,1,2,0,1,0,5,0,1,1
6488,2,1,1,0,1,0,3,0,0,0
6489,2,3,1,0,1,0,2,1,0,1
6490,1,2,1,0,0,1,1,0,0,0
6491,1,2,1,0,0,1,4,0,0,1
6492,2,2,2,0,1,1,4,0,0,1
6493,1,1,2,0,1,0,1,0,0,1
6494,1,1,1,0,0,1,5,0,0,1
6495,1,1,1,0,0,1,3,0,0,0
6496,1,2,2,0,0,1,3,0,0,1
6497,1,2,1,0,1,0,1,0,0,1
6498,2,2,1,0,1,0,4,1,0,0
6499,1,2,2,1,0,1,2,0,0,1
6500,1,1,1,1,1,0,1,0,1,1
6501,1,1,2,1,1,0,2,0,0,1
6502,1,1,1,1,1,0,3,0,0,1
6503,2,2,1,0,1,1,2,0,0,1
6504,1,2,2,1,0,1,4,0,0,0
6505,1,1,1,0,1,1,2,0,0,0
6506,2,1,2,0,1,1,3,1,0,0
6507,2,2,1,0,1,0,0,0,1,0
6508,2,2,2,0,1,0,5,0,1,1
6509,1,1,2,1,0,1,1,0,1,1
6510,2,3,2,0,1,1,5,1,0,1
6511,1,1,1,1,0,0,2,0,0,1
6512,1,1,1,0,1,1,0,0,1,0
6513,1,1,2,1,1,1,1,0,0,1
6514,1,2,1,0,1,1,1,0,0,1
6515,2,1,1,1,0,1,1,0,0,0
6516,2,2,2,1,0,1,5,0,1,1
6517,2,2,2,1,0,1,3,0,0,1
6518,1,2,1,1,0,1,3,0,0,0
6519,1,1,1,0,1,1,2,0,0,1
6520,1,1,2,0,1,1,1,0,0,1
6521,1,1,1,0,1,1,2,0,0,1
6522,1,2,2,0,1,0,1,0,1,1
6523,1,1,2,1,1,1,4,0,1,1
6524,2,1,1,0,1,1,3,1,0,1
6525,1,2,1,0,1,1,3,0,0,1
6526,1,1,1,1,1,1,2,0,1,1
6527,2,2,2,0,1,0,2,0,0,1
6528,2,1,1,0,0,0,4,0,0,0
6529,2,2,1,0,1,1,3,0,0,1
6530,1,2,2,0,0,1,4,0,0,0
6531,1,3,2,0,1,1,2,1,0,0
6532,2,2,1,1,0,0,3,1,0,1
6533,1,1,2,1,0,1,1,0,1,1
6534,1,2,2,1,1,0,1,0,0,1
6535,2,2,1,0,0,1,0,1,0,0
6536,1,1,1,0,1,1,1,0,0,0
6537,1,2,2,0,1,1,3,0,0,1
6538,1,2,1,0,1,1,3,0,0,1
6539,2,3,2,0,0,1,5,1,0,1
6540,2,3,2,1,0,0,4,1,0,1
6541,1,1,2,1,1,0,3,0,0,1
6542,2,3,1,0,0,1,2,1,0,0
6543,2,1,2,0,1,1,3,0,0,1
6544,2,3,2,0,1,1,3,1,0,1
6545,1,2,2,0,0,1,4,0,0,1
6546,1,2,2,0,1,1,5,0,0,1
6547,1,2,1,0,0,1,4,1,1,0
6548,2,3,1,0,0,1,1,1,0,1
6549,1,2,1,0,1,1,5,1,0,1
6550,2,2,1,0,1,0,5,0,0,1
6551,1,1,2,0,1,1,5,0,0,1
6552,1,2,2,1,1,1,1,0,0,1
6553,1,3,2,1,1,1,3,1,0,1
6554,2,1,2,0,0,1,3,0,0,0
6555,1,2,1,1,1,1,5,0,0,1
6556,1,2,2,0,1,1,1,0,0,1
6557,1,1,2,0,1,1,1,0,0,0
6558,2,2,1,0,0,0,3,0,0,1
6559,1,2,1,1,1,1,5,0,0,0
6560,1,2,1,1,0,1,5,0,0,1
6561,2,2,1,1,1,1,4,0,0,1
6562,1,2,2,0,0,0,0,0,0,1
6563,2,1,1,1,1,1,5,0,0,1
6564,2,2,1,0,0,1,2,0,0,0
6565,1,1,2,1,1,0,3,0,0,1
6566,1,1,2,1,1,0,2,0,1,1
6567,1,2,1,0,1,1,2,0,0,1
6568,2,1,1,0,1,1,5,0,0,1
6569,1,1,1,1,1,0,2,0,0,0
6570,2,1,1,1,0,0,5,0,0,1
6571,2,1,1,0,1,0,4,0,0,1
6572,1,3,1,0,0,1,3,1,1,1
6573,1,2,2,1,1,0,2,0,0,1
6574,1,2,2,0,0,1,5,1,0,1
6575,1,2,2,0,0,1,0,0,0,1
6576,1,2,1,0,1,1,3,0,0,0
6577,1,3,1,0,1,0,4,1,0,0
6578,1,1,1,1,1,1,2,0,0,1
6579,1,1,1,0,1,1,3,0,0,1
6580,2,1,2,0,0,1,5,0,0,1
6581,2,2,1,0,0,1,2,0,0,1
6582,2,1,2,0,0,0,2,0,0,1
6583,2,1,1,0,1,0,3,0,0,1
6584,2,1,2,0,1,1,3,0,0,1
6585,2,2,1,0,0,0,3,0,0,1
6586,1,1,2,1,1,1,1,0,0,1
6587,2,1,2,0,1,1,3,0,1,1
6588,1,3,1,0,0,0,5,1,0,0
6589,1,1,1,1,0,0,3,0,1,1
6590,2,3,2,1,0,1,3,1,0,1
6591,2,1,2,0,0,0,3,1,0,0
6592,1,1,2,0,0,1,3,1,0,1
6593,1,2,1,0,0,1,1,0,0,1
6594,1,3,1,0,0,1,1,1,0,0
6595,1,2,1,1,1,1,3,0,0,1
6596,1,2,1,0,1,1,2,0,0,1
6597,2,1,1,1,0,1,3,0,1,1
6598,2,1,1,0,1,0,4,0,0,1
6599,1,2,1,0,1,0,4,1,0,1
6600,2,3,1,1,0,0,5,1,0,0
6601,1,1,1,0,1,1,3,1,0,1
6602,1,2,2,0,1,1,1,0,0,1
6603,1,2,1,1,1,0,1,0,0,1
6604,1,1,1,0,1,1,5,0,1,1
6605,1,2,2,1,1,1,4,0,0,1
6606,2,3,1,1,0,1,3,1,0,1
6607,1,2,2,1,1,1,5,0,0,0
6608,2,2,2,0,0,1,5,0,1,1
6609,2,1,2,1,0,0,3,0,1,1
6610,1,3,1,0,1,1,3,1,0,0
6611,1,2,1,1,1,1,4,0,0,1
6612,1,1,1,0,0,1,3,0,0,1
6613,1,1,2,1,1,1,1,0,0,0
6614,1,2,1,0,0,1,1,0,1,1
6615,2,2,1,0,1,0,4,0,0,0
6616,2,1,1,0,1,1,2,0,0,1
6617,1,1,2,1,1,1,0,0,0,0
6618,2,1,1,1,1,0,1,0,0,1
6619,2,2,1,1,0,0,3,0,0,1
6620,1,2,1,0,1,1,4,0,1,0
6621,1,1,1,1,1,1,1,0,0,0
6622,1,2,2,0,0,1,1,0,1,1
6623,2,3,2,0,1,0,5,1,0,1
6624,1,2,2,1,0,1,3,0,0,1
6625,2,1,2,0,1,0,2,0,0,1
6626,1,2,1,0,1,1,1,0,0,1
6627,1,1,2,1,1,0,3,0,0,1
6628,1,3,2,0,0,1,1,1,0,1
6629,2,1,2,0,1,1,2,0,0,1
6630,1,2,2,0,1,0,5,0,0,1
6631,2,2,1,1,1,1,4,0,0,0
6632,2,3,2,0,0,0,4,1,0,1
6633,1,2,1,0,0,1,3,1,0,1
6634,1,3,2,1,0,1,2,1,0,1
6635,1,3,1,0,0,0,2,1,0,1
6636,1,1,2,1,1,0,4,0,1,0
6637,2,1,2,0,1,1,5,0,0,1
6638,2,1,1,1,1,1,5,0,0,1
6639,1,2,1,0,0,1,2,0,0,1
6640,2,1,1,0,0,0,3,0,0,1
6641,1,2,1,0,0,1,1,0,1,0
6642,2,1,1,0,0,1,5,0,0,1
6643,2,3,2,1,1,1,3,1,0,1
6644,1,2,2,1,0,1,2,0,0,1
6645,1,2,1,0,0,1,3,0,0,1
6646,1,3,1,0,1,1,3,1,0,0
6647,2,1,1,1,1,1,5,0,1,1
6648,2,1,2,0,1,0,3,0,0,1
6649,1,1,1,0,1,1,1,0,0,1
6650,2,1,1,0,0,0,1,0,0,0
6651,2,1,2,0,1,1,4,0,1,1
6652,1,3,1,0,0,1,4,1,0,0
6653,1,1,1,0,0,0,1,0,1,1
6654,1,2,1,1,1,1,2,0,0,0
6655,1,2,1,0,1,0,1,0,0,0
6656,1,1,2,0,1,1,2,0,0,0
6657,1,2,1,1,1,1,3,0,0,1
6658,1,2,1,1,1,1,2,0,0,0
6659,1,2,1,1,1,0,4,0,0,1
6660,2,1,1,0,1,0,5,0,0,1
6661,2,1,2,1,1,1,1,0,1,1
6662,1,2,1,1,0,1,2,0,0,0
6663,2,1,1,1,0,1,3,0,0,0
6664,1,2,2,0,0,1,2,0,0,1
6665,2,1,1,1,0,1,1,0,0,0
6666,1,2,1,1,1,1,3,0,0,0
6667,1,3,2,0,1,1,4,1,0,1
6668,1,1,1,1,1,0,5,1,0,1
6669,1,2,1,0,0,1,1,0,0,0
6670,1,1,2,0,1,1,3,0,0,1
6671,1,1,2,1,0,1,3,0,0,1
6672,1,2,2,0,0,1,3,0,0,0
6673,1,2,1,1,0,1,5,0,0,0
6674,2,1,2,0,1,1,4,0,1,1
6675,1,2,2,1,0,1,1,0,0,0
6676,1,2,2,1,1,0,1,0,0,1
6677,1,1,2,0,1,1,4,0,0,1
6678,2,1,1,0,0,1,2,0,0,1
6679,1,2,1,1,1,1,2,0,1,0
6680,1,1,2,1,1,0,3,0,1,1
6681,2,2,1,1,1,0,3,0,0,1
6682,1,1,1,1,1,1,3,0,0,1
6683,2,2,1,1,0,0,3,0,0,1
6684,1,2,1,0,0,1,3,0,0,0
6685,2,3,1,0,0,1,0,1,0,0
6686,2,2,1,0,1,1,1,0,0,0
6687,2,1,2,0,0,1,3,0,0,0
6688,2,2,1,0,1,1,4,1,0,1
6689,2,2,1,0,1,1,3,0,0,1
6690,2,1,1,0,0,0,1,0,0,1
6691,1,1,1,1,1,0,2,0,0,0
6692,2,1,2,0,1,0,1,0,0,1
6693,2,1,1,1,0,0,1,1,1,1
6694,1,2,1,1,1,1,2,0,0,1
6695,1,2,2,0,0,1,5,0,1,1
6696,1,3,1,1,0,0,2,1,0,1
6697,1,1,1,1,1,1,3,0,0,1
6698,1,2,1,0,1,1,3,0,0,1
6699,1,3,1,0,1,0,1,1,0,1
6700,2,2,1,1,1,0,3,0,0,1
6701,1,2,2,1,1,0,5,0,0,1
6702,2,1,1,0,0,1,5,0,0,1
6703,1,3,2,1,1,1,5,1,0,1
6704,1,2,2,0,1,1,5,0,1,1
6705,1,2,2,0,1,1,2,0,0,0
6706,1,1,1,1,0,1,5,0,0,0
6707,1,2,1,0,1,1,1,0,0,1
6708,1,1,1,0,0,1,3,0,0,1
6709,1,2,2,1,1,0,3,0,0,1
6710,1,2,1,1,1,1,1,0,1,1
6711,1,1,1,0,1,1,4,0,0,1
6712,2,1,2,1,1,0,4,0,0,1
6713,1,1,2,1,0,1,2,0,0,1
6714,2,2,1,0,0,0,1,0,0,1
6715,1,1,2,0,1,0,1,0,0,1
6716,2,1,1,1,0,1,4,1,1,0
6717,2,3,1,0,1,0,4,1,0,1
6718,2,2,2,0,1,1,5,0,0,1
6719,2,1,1,1,0,1,1,0,1,0
6720,2,2,1,0,1,1,3,0,0,0
6721,2,3,2,1,1,0,1,1,1,1
6722,1,2,1,1,0,0,0,0,0,0
6723,1,1,1,1,0,1,1,0,1,1
6724,2,2,1,1,1,1,5,0,0,1
6725,1,1,1,1,1,1,1,0,0,1
6726,1,3,2,0,1,0,4,1,0,1
6727,2,2,2,0,1,1,1,0,1,0
6728,1,1,2,0,1,1,3,0,0,1
6729,2,2,2,1,1,1,3,1,0,1
6730,1,2,2,1,0,0,2,0,0,1
6731,1,3,1,0,1,1,5,1,0,1
6732,2,3,1,0,1,1,3,1,0,1
6733,1,1,1,1,0,1,3,0,0,1
6734,2,3,1,0,0,0,2,1,0,1
6735,1,2,1,1,1,1,1,0,0,1
6736,2,2,1,1,1,1,5,0,1,0
6737,1,2,1,0,1,1,3,0,0,1
6738,2,1,2,0,1,1,4,0,0,1
6739,2,2,1,1,1,0,4,0,0,1
6740,2,1,2,0,1,1,4,0,0,0
6741,2,3,2,1,1,1,3,1,0,1
6742,2,2,2,1,1,1,4,0,1,0
6743,2,2,2,0,1,1,1,1,0,1
6744,2,2,2,0,1,1,3,0,1,0
6745,1,3,1,1,1,1,2,1,0,1
6746,2,1,2,0,1,0,3,0,0,1
6747,2,3,2,0,1,0,2,1,0,0
6748,1,2,1,1,1,1,5,0,0,0
6749,1,2,1,0,1,1,5,1,0,1
6750,2,3,1,0,0,0,4,1,0,1
6751,2,1,2,0,0,0,3,0,1,0
6752,2,3,2,0,0,0,2,1,0,1
6753,2,2,1,0,1,1,1,0,0,1
6754,1,2,1,1,1,1,5,0,0,0
6755,2,2,2,1,0,1,3,0,0,1
6756,2,3,2,0,1,0,4,1,0,0
6757,1,1,1,1,1,1,3,0,1,1
6758,1,2,1,0,0,1,2,0,0,0
6759,1,3,2,0,1,1,3,1,0,0
6760,2,2,1,1,0,0,5,1,1,1
6761,2,2,2,1,1,1,3,0,0,0
6762,2,3,2,0,0,0,0,1,0,0
6763,1,3,2,0,0,1,0,1,0,0
6764,1,1,1,1,0,1,3,0,0,1
6765,2,2,2,0,1,0,1,0,0,1
6766,1,2,2,0,1,1,5,1,0,1
6767,2,1,1,1,0,0,1,0,0,1
6768,1,2,1,0,1,1,1,0,0,0
6769,2,2,2,0,0,0,3,0,0,1
6770,1,3,2,1,0,1,4,1,0,1
6771,2,2,2,0,0,1,3,0,0,0
6772,2,1,2,0,1,0,2,0,1,0
6773,1,1,2,1,0,0,3,1,0,1
6774,1,2,1,0,1,1,1,0,0,1
6775,1,1,1,1,1,1,3,0,0,1
6776,2,2,2,0,1,0,1,0,0,1
6777,1,2,2,1,0,0,2,0,0,1
6778,1,2,2,1,1,1,2,0,1,1
6779,2,3,1,0,1,0,0,1,1,0
6780,2,3,1,0,0,1,3,1,0,1
6781,2,2,1,0,1,0,3,0,0,0
6782,1,2,2,0,1,1,2,1,0,0
6783,2,1,1,0,1,1,4,0,0,1
6784,2,2,1,1,0,1,1,0,0,1
6785,2,1,2,0,1,1,4,0,1,1
6786,1,3,2,0,1,1,4,1,0,1
6787,1,2,1,1,1,1,3,0,0,1
6788,1,1,1,1,1,1,3,0,0,0
6789,2,3,2,0,1,0,3,1,0,1
6790,1,2,1,1,1,1,1,0,0,1
6791,2,1,1,0,0,1,4,0,0,1
6792,2,3,1,0,0,0,2,1,0,1
6793,1,1,1,1,1,0,5,0,0,1
6794,1,3,1,0,1,0,4,1,0,1
6795,1,2,2,1,1,0,3,0,1,1
6796,1,1,2,0,0,0,5,0,0,1
6797,2,2,1,1,0,0,1,0,0,1
6798,1,2,2,1,0,1,2,0,0,1
6799,1,3,1,0,1,1,1,1,0,1
6800,1,3,1,0,0,1,2,1,0,0
6801,2,2,1,1,1,1,3,0,0,1
6802,1,2,2,0,1,0,1,0,0,1
6803,2,2,2,0,0,1,1,0,0,1
6804,1,1,2,0,1,1,4,0,0,1
6805,1,2,2,1,1,1,1,0,0,1
6806,1,2,2,0,1,1,5,0,0,1
6807,2,1,1,0,1,1,2,0,0,0
6808,1,2,2,1,0,1,2,1,0,0
6809,2,2,1,0,1,0,2,0,0,1
6810,2,3,1,0,0,1,4,1,0,1
6811,1,1,2,0,1,0,4,1,0,1
6812,1,1,2,0,1,1,4,0,0,1
6813,1,2,2,0,1,1,1,0,1,1
6814,1,1,2,0,0,1,3,0,0,1
6815,1,1,1,0,1,0,1,0,0,1
6816,2,2,2,0,1,0,1,0,1,1
6817,2,2,2,1,1,0,4,0,0,1
6818,2,2,1,1,0,1,5,0,0,0
6819,2,2,2,0,1,1,1,0,0,1
6820,1,1,1,1,1,1,3,0,0,1
6821,2,2,2,0,1,0,4,0,1,0
6822,2,3,1,1,0,1,4,1,0,1
6823,2,2,1,0,1,0,5,0,0,1
6824,1,2,1,1,0,1,4,0,1,1
6825,2,1,2,0,1,1,2,0,0,1
6826,1,3,1,1,0,1,5,1,0,1
6827,1,3,2,0,1,1,1,1,0,0
6828,1,2,1,0,1,1,1,0,0,1
6829,1,2,1,0,1,1,1,0,1,1
6830,1,2,1,1,0,1,2,0,0,1
6831,2,2,1,0,1,1,1,0,0,0
6832,1,1,1,1,1,1,3,0,0,1
6833,1,2,1,0,0,1,5,0,0,0
6834,2,2,1,0,1,1,3,0,0,1
6835,2,1,1,0,0,0,1,0,0,1
6836,2,3,2,0,0,1,4,1,0,0
6837,1,2,1,1,1,1,3,0,1,0
6838,1,3,1,0,0,1,3,1,1,1
6839,1,1,2,1,0,1,1,0,0,0
6840,1,2,2,0,1,1,3,1,0,0
6841,1,1,1,1,0,0,5,0,0,1
6842,1,1,1,0,1,1,1,0,0,1
6843,2,2,1,0,1,1,5,0,0,1
6844,2,1,2,0,1,0,3,0,1,1
6845,1,1,1,1,1,1,2,0,0,0
6846,2,1,1,1,1,0,3,0,1,1
6847,1,2,2,1,1,1,1,0,0,0
6848,1,2,1,1,0,1,2,0,0,1
6849,2,2,1,0,1,0,4,0,0,1
6850,1,1,1,0,1,1,4,0,0,0
6851,1,1,2,1,1,0,3,0,0,1
6852,1,1,2,1,1,1,1,1,0,0
6853,2,2,1,0,1,0,2,0,0,1
6854,1,2,1,0,1,1,2,0,0,1
6855,2,1,1,0,0,0,2,0,0,1
6856,2,2,1,0,1,1,3,0,0,1
6857,2,1,1,0,1,0,3,0,0,1
6858,2,3,1,0,1,1,1,1,0,0
6859,1,2,2,0,1,1,5,0,0,1
6860,1,2,2,0,1,1,1,0,0,1
6861,1,1,2,1,1,0,5,0,0,1
6862,2,2,1,0,0,1,4,0,1,0
6863,1,3,1,0,0,0,1,1,0,1
6864,2,1,1,0,1,1,5,0,0,1
6865,1,1,1,0,0,1,5,0,0,1
6866,1,2,1,1,1,1,4,0,0,0
6867,2,2,2,0,0,0,1,0,0,1
6868,1,1,2,1,0,0,1,0,0,1
6869,2,2,1,0,1,1,1,0,1,1
6870,2,1,1,1,0,0,4,0,0,1
6871,1,1,1,1,1,1,1,0,0,1
6872,1,3,2,0,0,0,1,1,0,1
6873,1,2,2,1,0,1,3,0,0,1
6874,1,2,1,0,1,1,3,0,0,0
6875,1,2,1,1,1,0,2,0,0,0
6876,1,3,2,0,0,1,5,1,0,0
6877,1,1,2,0,1,1,2,0,0,1
6878,2,2,1,0,1,1,3,0,0,1
6879,2,2,2,1,1,1,1,0,0,1
6880,2,3,2,0,0,0,4,1,0,1
6881,1,2,2,0,0,1,5,0,0,1
6882,1,2,2,0,1,0,2,0,1,1
6883,1,2,1,1,1,1,3,0,0,1
6884,1,1,2,1,1,0,2,0,0,1
6885,1,2,1,0,0,0,3,0,0,0
6886,1,3,2,0,0,1,1,1,0,0
6887,1,1,1,0,1,0,3,0,0,1
6888,1,1,1,0,0,1,3,0,0,1
6889,1,1,2,0,1,1,4,0,0,0
6890,1,1,1,0,1,0,2,0,0,1
6891,2,2,2,0,1,0,4,0,0,1
6892,2,1,2,0,0,1,5,0,0,1
6893,1,2,2,1,0,1,2,0,0,0
6894,1,2,2,0,1,0,2,0,0,1
6895,1,2,1,0,0,1,2,1,0,1
6896,2,1,1,1,1,1,5,0,0,1
6897,2,1,2,0,0,0,3,0,0,1
6898,2,1,1,0,1,1,3,0,0,1
6899,1,2,1,1,1,0,5,1,0,1
6900,2,2,1,1,1,1,2,0,0,0
6901,2,1,1,1,1,1,1,0,0,1
6902,2,1,1,0,0,1,4,0,0,1
6903,1,1,2,1,0,0,2,0,0,1
6904,2,2,2,0,0,1,3,0,1,1
6905,1,3,1,0,0,1,5,1,0,1
6906,2,2,1,1,0,1,5,0,0,1
6907,1,2,1,0,1,1,4,0,0,1
6908,1,2,1,1,0,0,2,0,0,1
6909,1,2,1,0,0,1,4,1,0,0
6910,1,3,1,0,0,1,5,1,0,1
6911,1,1,2,0,1,1,2,0,0,0
6912,1,2,1,0,0,0,0,1,0,0
6913,1,2,1,1,1,1,1,0,0,1
6914,2,2,1,0,0,0,1,0,0,0
6915,1,2,1,1,1,0,5,0,0,0
6916,2,2,1,0,1,1,5,0,0,1
6917,2,2,1,1,0,1,3,0,1,0
6918,1,2,1,1,1,0,1,0,0,0
6919,1,2,1,1,1,1,1,0,1,0
6920,2,2,1,1,0,0,4,0,0,1
6921,2,2,1,0,1,0,5,0,0,1
6922,1,2,2,0,1,1,3,0,0,1
6923,2,3,2,0,0,1,3,1,0,0
6924,2,1,2,0,0,0,3,0,0,1
6925,2,3,1,0,0,1,5,1,0,1
6926,1,3,1,0,0,0,1,1,0,1
6927,1,1,1,1,0,1,1,0,0,0
6928,2,2,1,0,0,0,1,0,0,1
6929,1,1,1,1,1,0,3,0,0,1
6930,2,3,2,0,0,0,4,1,0,1
6931,1,1,2,0,1,0,5,0,0,1
6932,2,1,1,1,0,1,5,0,1,1
6933,2,3,2,0,1,1,3,1,0,1
6934,1,1,1,1,1,0,1,0,1,1
6935,2,2,2,0,1,0,1,0,0,1
6936,1,1,1,1,1,0,3,0,0,1
6937,2,1,1,1,1,1,1,0,0,1
6938,1,2,2,0,1,1,5,1,0,1
6939,2,2,2,1,1,1,3,0,0,1
6940,2,3,1,0,0,1,3,1,0,0
6941,2,1,2,1,0,0,1,0,0,1
6942,2,3,1,0,0,0,1,1,0,0
6943,2,2,2,1,1,1,2,0,1,1
6944,1,2,1,0,0,0,2,1,0,1
6945,1,2,1,0,0,0,5,0,1,1
6946,1,1,1,0,1,1,3,0,0,0
6947,1,2,1,1,1,0,1,0,0,1
6948,2,2,2,0,1,0,3,0,1,1
6949,1,1,1,1,0,0,5,0,1,1
6950,1,2,1,1,1,1,3,0,0,0
6951,2,1,1,1,1,1,1,0,1,1
6952,2,1,1,1,0,1,2,0,0,1
6953,1,2,2,0,1,1,1,0,0,1
6954,2,2,1,0,1,1,4,0,0,1
6955,1,1,2,0,0,1,2,0,0,1
6956,1,1,1,0,1,1,2,0,0,1
6957,1,2,1,0,1,0,2,0,1,1
6958,1,3,1,0,0,0,4,1,1,1
6959,2,1,1,0,1,0,4,0,1,1
6960,1,2,1,0,1,0,1,0,0,1
6961,2,2,2,0,1,0,1,0,0,1
6962,2,2,1,1,0,1,1,0,0,0
6963,2,1,2,0,1,0,4,0,0,1
6964,2,3,1,0,0,1,4,1,0,0
6965,2,1,1,1,1,1,2,0,1,1
6966,1,1,2,1,1,0,3,0,0,1
6967,2,1,1,1,0,0,5,0,0,1
6968,1,1,1,1,0,1,4,0,0,0
6969,1,2,2,0,1,1,3,0,0,0
6970,1,1,1,0,0,1,5,0,1,1
6971,1,2,2,0,0,0,1,0,0,1
6972,2,3,2,0,0,1,5,1,0,1
6973,1,2,2,0,0,1,1,0,0,0
6974,2,3,2,0,1,1,5,1,0,1
6975,2,3,2,0,0,1,5,1,0,0
6976,1,1,1,0,1,1,2,0,0,1
6977,2,1,1,0,1,1,1,0,0,1
6978,1,3,1,0,1,1,5,1,0,1
6979,2,2,1,0,0,1,3,0,0,1
6980,2,1,1,0,0,1,4,1,0,1
6981,1,1,2,0,0,1,3,0,0,1
6982,2,2,1,0,0,1,1,0,0,0
6983,2,1,2,1,0,0,3,0,1,1
6984,1,2,1,1,1,1,1,0,0,1
6985,1,2,1,1,1,0,4,0,0,1
6986,1,2,1,0,0,1,1,1,0,0
6987,2,2,1,0,1,0,5,0,0,1
6988,1,2,1,0,1,1,1,0,0,1
6989,1,2,1,1,1,1,1,0,0,0
6990,2,1,1,0,0,1,4,0,0,1
6991,1,2,1,0,0,1,3,0,0,0
6992,1,2,2,1,1,0,2,0,0,1
6993,1,3,2,0,0,1,4,1,0,0
6994,1,2,2,0,0,1,5,0,1,1
6995,1,2,1,0,1,1,5,0,0,0
6996,2,2,2,0,1,0,2,1,0,1
6997,1,3,2,0,1,0,4,1,0,0
6998,1,1,2,1,1,1,2,0,0,1
6999,2,2,2,0,1,1,3,0,0,1
7000,1,1,1,0,1,1,1,0,0,1
7001,2,2,2,0,0,1,1,0,0,0
7002,1,1,1,0,0,1,1,0,1,1
7003,2,2,2,1,1,1,3,1,0,0
7004,2,2,2,1,1,1,1,0,1,1
7005,2,2,1,0,0,1,3,1,0,1
7006,1,2,1,0,0,1,1,0,0,1
7007,2,3,1,0,1,1,3,1,0,1
7008,1,2,1,0,1,1,3,0,0,1
7009,2,3,1,0,0,0,3,1,0,0
7010,1,1,1,0,0,1,2,0,0,1
7011,2,1,2,0,0,0,2,0,1,1
7012,2,2,1,0,0,1,5,1,0,1
7013,2,3,2,0,1,0,1,1,0,1
7014,2,3,2,0,0,0,2,1,0,1
7015,1,1,2,0,1,1,3,0,0,1
7016,1,2,1,0,1,1,1,0,0,0
7017,2,1,2,0,1,0,1,0,0,1
7018,2,3,1,0,1,0,1,1,0,1
7019,1,2,1,0,1,1,4,1,0,0
7020,2,1,1,0,1,0,4,1,0,1
7021,2,2,1,0,0,0,2,0,0,1
7022,1,2,2,1,0,1,0,0,0,1
7023,2,1,2,0,0,0,4,0,0,1
7024,2,1,2,0,0,1,2,0,0,1
7025,1,1,2,0,0,1,2,0,0,1
7026,2,2,2,0,0,1,3,1,0,1
7027,2,2,1,0,0,0,4,0,0,0
7028,1,1,2,1,1,1,1,0,1,0
7029,1,3,1,1,0,1,1,1,0,0
7030,2,2,1,1,0,0,3,0,0,1
7031,1,2,2,1,1,1,5,0,0,0
7032,1,2,1,0,1,1,3,0,0,1
7033,1,2,1,1,1,1,1,0,0,1
7034,2,2,2,1,1,1,1,0,1,1
7035,1,2,2,0,1,1,3,0,0,1
7036,1,1,2,1,1,1,5,0,0,1
7037,1,2,1,1,1,1,3,0,0,1
7038,1,1,1,0,0,0,4,0,0,0
7039,2,3,1,0,0,0,5,1,0,1
7040,2,1,2,0,0,0,4,0,0,0
7041,1,1,2,0,1,1,3,0,0,1
7042,2,2,2,0,0,0,3,0,0,1
7043,2,3,1,0,1,1,3,1,0,0
7044,1,1,1,0,1,1,1,1,0,1
7045,1,2,1,0,0,1,1,0,1,1
7046,2,2,1,0,0,1,3,0,0,1
7047,2,2,2,1,0,0,2,0,0,0
7048,2,2,1,0,0,1,1,0,0,0
7049,2,1,1,0,1,1,1,0,1,1
7050,2,2,2,0,0,0,4,0,1,1
7051,1,2,1,0,0,0,3,0,0,1
7052,2,2,1,1,1,1,1,0,1,1
7053,1,2,1,1,1,1,1,0,0,1
7054,1,1,1,0,1,1,2,0,0,1
7055,2,2,1,1,1,1,3,0,0,0
7056,1,2,1,1,0,1,4,0,0,1
7057,2,2,2,0,0,1,2,0,0,1
7058,2,1,1,0,0,0,3,0,1,1
7059,2,1,1,0,0,0,4,0,0,1
7060,2,2,1,1,1,1,1,0,0,1
7061,1,2,2,1,1,1,4,0,0,1
7062,1,1,1,0,0,1,1,0,1,1
7063,1,2,1,1,1,1,5,0,0,0
7064,1,1,2,1,1,1,4,0,0,1
7065,1,2,1,1,1,1,3,0,0,1
7066,1,1,2,1,1,1,3,0,0,1
7067,1,2,2,1,1,1,5,0,0,1
7068,1,2,2,1,0,0,0,0,1,1
7069,2,1,2,1,1,1,3,0,0,0
7070,2,2,2,1,1,1,0,0,0,0
7071,1,2,2,0,1,1,0,0,1,1
7072,2,2,1,1,1,1,5,0,0,0
7073,1,2,1,1,1,1,5,0,0,1
7074,2,3,1,0,1,1,1,1,0,1
